id;name;genre;type;episodes;rating;members;aired
3031;Digimon Frontier: Ornismon Fukkatsu!!;Adventure, Comedy, Drama, Fantasy, Shounen;Movie;1;702.0;11973;20/07/2002
7559;Fate/stay night TV Reproduction;Action, Fantasy, Magic, Romance, Shounen, Supernatural;OVA;2;702.0;23498;17/01/2010
126;Futakoi Alternative;Comedy, Drama, Romance;TV;13;702.0;21516;07/04/2005
3519;Garakuta-doori no Stain;Comedy;TV;13;702.0;641;06/01/2003
4240;Ginga Senpuu Braiger;Action, Adventure, Mecha, Space;TV;39;702.0;886;06/10/1981
12481;Gregory Horror Show: The Second Guest;Comedy, Demons, Horror, Mystery, Supernatural, Vampire;TV;25;702.0;603;01/04/2000
2230;Hana no Ko Lunlun;Drama, Magic, Shoujo;TV;50;702.0;2080;09/02/1979
1192;Kakurenbo;Horror, Psychological, Supernatural;Movie;1;702.0;22853;01/09/2004
2487;Kyouryuu Boukenki Jura Tripper;Adventure, Drama, Fantasy, Sci-Fi;TV;39;702.0;756;02/04/1995
2501;Papuwa;Adventure, Comedy;TV;26;702.0;973;30/09/2003
2201;Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy;Action, Adventure, Drama, Fantasy, Kids;Movie;1;702.0;34055;15/07/2006
212;Project A-Ko;Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power;Movie;1;702.0;7846;21/06/1986
11227;Rinne no Lagrange;Action, Comedy, Mecha, Sci-Fi;TV;12;702.0;41486;08/01/2012
419;Samurai Deeper Kyou;Adventure, Comedy, Historical, Shounen, Supernatural;TV;26;702.0;38580;02/07/2002
11751;Senki Zesshou Symphogear: Meteoroid-Falling, Burning, and Disappear, Then...;Action, Music, Sci-Fi;TV;13;702.0;47588;06/01/2012
7375;Shakugan no Shana S Specials;Comedy, Parody;Special;4;702.0;18190;23/10/2009
2578;TaoTao Ehonkan Sekai Doubutsu Banashi;Adventure, Comedy, Fantasy, Kids;TV;52;702.0;656;07/10/1983
1587;Tenpou Ibun: Ayakashi Ayashi;Demons, Historical, Supernatural;TV;25;702.0;10364;07/10/2006
2715;Totsuzen! Neko no Kuni Banipal Witt;Adventure;Movie;1;702.0;1138;10/06/1995
1540;Touch: Miss Lonely Yesterday - Are kara, Kimi wa...;Romance, Shounen, Sports;Special;1;702.0;1627;22/12/1998
31909;Wakaba*Girl: Onsen Tsukaritai;Comedy, Slice of Life;Special;1;702.0;4284;23/10/2015
1024;Weiß Kreuz OVA;Action, Drama;OVA;2;702.0;4296;25/11/1999
1248;Zone of the Enders: Idolo;Action, Drama, Mecha, Military, Romance, Sci-Fi, Space;OVA;1;702.0;5564;21/02/2001
29223;Aldnoah.Zero Extra Archives;Action, Mecha, Sci-Fi;Special;1;701.0;6895;04/01/2015
5755;Aoki Ryuusei SPT Layzner OVA;Action, Mecha, Military, Sci-Fi, Shounen, Space;OVA;3;701.0;740;21/08/1986
492;Armitage III: Dual-Matrix;Action, Adventure, Mecha, Sci-Fi;Movie;1;701.0;11524;25/06/2002
405;Blood: The Last Vampire;Horror, Supernatural, Vampire;Movie;1;701.0;67778;18/11/2000
2122;Captain Tsubasa: Saikyou no Teki! Holland Youth;Action, Shounen, Sports;OVA;1;701.0;2313;16/12/1995
3690;Chou Hatsumei Boy Kanipan;Adventure, Comedy, Mecha, Romance;TV;21;701.0;382;05/02/1999
2055;Coo: Tooi Umi kara Kita Coo;Adventure, Drama, Mystery, Slice of Life;Movie;1;701.0;850;19/12/1993
2722;Crusher Joe: The Movie;Action, Adventure, Sci-Fi, Space;Movie;1;701.0;2018;12/03/1983
12565;Fate/Prototype;Action, Fantasy, Magic, Romance, Shounen, Supernatural;OVA;1;701.0;43469;31/12/2011
5136;"Flag Director&#039;s Edition: Issenman no Kufura no Kiroku";Action;Movie;1;701.0;987;08/08/2007
6734;Ginga Tetsudou 999: Eien no Tabibito Emeraldas;Sci-Fi, Space;Special;1;701.0;799;03/04/1980
3854;Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei;Drama, Sci-Fi, Space;OVA;4;701.0;1236;30/12/2006
7109;Gyouten Ningen Batsealer;Action, Adventure, Fantasy, Magic;TV;52;701.0;201;07/04/2001
3710;Hakaba Kitarou;Horror, Supernatural;TV;11;701.0;6649;11/01/2008
3227;Harukanaru Toki no Naka de 3: Kurenai no Tsuki;Action, Fantasy, Historical, Military, Shoujo;Special;1;701.0;2355;28/12/2007
31234;Himouto! Umaru-chanS;Comedy, Seinen, Slice of Life;Special;12;701.0;17038;16/09/2015
5043;Hurricane Live! 2032;Music;Special;6;701.0;1039;24/04/1988
20423;Kamisama no Inai Nichiyoubi: Kioku;Fantasy, Mystery;Special;1;701.0;18722;05/02/2014
15783;Lupin III: Touhou Kenbunroku - Another Page;Action, Adventure, Comedy, Mystery, Shounen;Special;1;701.0;1773;02/11/2012
2016;Mermaid Forest OVA;Drama, Fantasy, Horror, Mystery;OVA;1;701.0;3708;16/08/1991
1040;Mizuiro Jidai;Shoujo, Slice of Life;TV;47;701.0;1519;04/04/1996
9693;Moshidora;Drama, Sports;TV;10;701.0;15952;25/04/2011
5023;Ninpuu Kamui Gaiden;Action, Adventure, Historical, Martial Arts, Samurai;TV;26;701.0;650;06/04/1969
561;Sakura Taisen;Adventure, Mecha, Sci-Fi, Shounen;TV;25;701.0;11293;08/04/2000
1166;Sakura Taisen: Gouka Kenran;Adventure, Mecha, Sci-Fi, Shounen;OVA;6;701.0;2410;18/12/1999
4332;Seigi wo Aisuru Mono Gekkou Kamen;Action, Mystery;TV;39;701.0;282;10/01/1972
2029;Sirius no Densetsu;Drama, Fantasy, Romance;Movie;1;701.0;2007;18/07/1981
20021;Sword Art Online: Extra Edition;Action, Adventure, Fantasy, Game, Romance;Special;1;700.0;121722;31/12/2013
12727;Thermae Romae Specials;Comedy, Historical, Seinen;Special;2;701.0;1953;20/04/2012
2493;"Touch 3: Kimi ga Toorisugita Ato ni - Don&#039;t Pass Me By";Drama, School, Sports;Movie;1;701.0;1032;11/04/1987
1129;UFO Princess Valkyrie: Special;Comedy, Romance, Sci-Fi;Special;1;701.0;2495;23/08/2003
1481;Urusei Yatsura: Haru da, Tobidase!;Action, Adventure, Comedy, Drama, Romance, Sci-Fi;Special;2;701.0;1815;31/03/1982
30355;Wakaba*Girl;Comedy, School, Slice of Life;TV;13;701.0;22773;03/07/2015
11837;Zetman;Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural;TV;13;701.0;65633;03/04/2012
9547;Alps no Shoujo Heidi (1979);Drama, Historical, Slice of Life;Movie;1;700.0;1480;17/03/1979
3631;Aoi Blink;Adventure, Fantasy;TV;39;700.0;931;07/04/1989
750;Binchou-tan;Comedy, Slice of Life;TV;12;700.0;6960;02/02/2006
2684;Buzzer Beater 2nd Season;Action, Sci-Fi, Shounen, Sports;TV;13;700.0;5193;04/07/2007
2121;Captain Tsubasa: Sekai Daikessen!! Jr. World Cup;Action, Shounen, Sports;Movie;1;700.0;2334;12/07/1986
32483;Cheer Danshi!!;School, Sports;TV;12;700.0;29219;05/07/2016
514;Cossette no Shouzou;Drama, Horror, Magic, Psychological, Romance, Supernatural;OVA;3;700.0;40318;11/04/2004
22699;Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!;Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Slice of Life, Super Power;Special;1;700.0;4153;31/12/1993
124;Fushigi Yuugi: Eikouden;Adventure, Drama, Fantasy, Romance, Shoujo;OVA;4;700.0;11740;21/12/2001
9154;Kindaichi Shounen no Jikenbo: Satsuriku no Deep Blue;Mystery, Shounen;Movie;1;700.0;631;21/08/1999
5091;Manga Sarutobi Sasuke;Adventure, Comedy, Historical, Supernatural;TV;24;700.0;523;09/10/1979
3462;Minky Momo in Yume ni Kakeru Hashi;Drama, Shoujo, Slice of Life;OVA;1;700.0;600;21/05/1993
1917;Mobile Suit Gundam MS IGLOO: The Hidden One Year War;Mecha, Military, Sci-Fi, Space;OVA;3;700.0;8274;19/07/2004
33546;Monster Strike: Mermaid Rhapsody;Action, Fantasy, Game;ONA;1;700.0;854;14/08/2016
1792;Overman King Gainer;Action, Adventure, Mecha, Sci-Fi, Shounen;TV;26;700.0;6551;07/09/2002
13377;Recorder to Randoseru Re?;Comedy, School, Seinen, Slice of Life;TV;13;700.0;17283;04/04/2012
19365;Samurai Flamenco;Action, Comedy, Parody;TV;22;700.0;74324;11/10/2013
30806;Schwarzesmarken;Action, Drama, Historical, Mecha, Military, Sci-Fi;TV;12;700.0;51632;11/01/2016
884;Shin Angyo Onshi;Action, Fantasy;Movie;1;700.0;13231;04/12/2004
3248;Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku;Action, Drama, Historical, Supernatural;Special;5;700.0;1892;22/08/2007
21851;Tesagure! Bukatsumono Encore;Parody, School, Slice of Life;TV;12;700.0;2084;12/01/2014
5830;Tsurupika Hagemaru-kun;Comedy, Kids;TV;59;700.0;322;03/03/1988
3501;Wellber no Monogatari: Sisters of Wellber Zwei;Adventure, Fantasy, Historical, Romance;TV;13;700.0;3038;02/01/2008
6479;Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron;Romance, Shoujo Ai, Slice of Life;Special;1;699.0;15078;24/06/2009
2274;CLAMP in Wonderland;Music;Music;1;699.0;12267;21/11/1994
1841;Dai Mahou Touge Omake;Comedy;Special;4;699.0;5579;20/03/2006
292;Dear Boys;Drama, Shounen, Sports;TV;26;699.0;12662;07/04/2003
896;Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen;Adventure, Comedy, Fantasy, Sci-Fi, Shounen;Movie;1;699.0;57840;07/07/1990
118;El Hazard 2: The Magnificent World;Adventure, Comedy, Fantasy;OVA;4;699.0;5771;21/03/1997
2973;Fire Tripper;Fantasy, Sci-Fi;OVA;1;699.0;2115;16/12/1985
603;Futari wa Precure;Action, Comedy, Fantasy, Magic, Shoujo;TV;49;699.0;17671;01/02/2004
12163;Ginga Tetsudou 999: Hoshizora wa Time Machine;Drama, Sci-Fi;Movie;1;699.0;443;14/07/2007
2569;Jungle Book Shounen Mowgli;Adventure, Drama;TV;52;699.0;3035;09/10/1989
636;Juubee-chan 2: Siberia Yagyuu no Gyakushuu;Adventure, Comedy, Drama, Martial Arts, Samurai, Shounen;TV;13;699.0;6733;08/01/2004
2772;Juushin Enbu: Hero Tales;Action, Fantasy, Shounen;TV;26;699.0;16502;08/10/2007
1768;Kikaider 01 The Animation;Action, Adventure, Drama, Mecha, Sci-Fi, Shounen;OVA;4;699.0;1710;21/11/2001
5967;Kinnikuman II Sei: Ultimate Muscle;Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports;TV;13;699.0;2435;07/04/2004
3547;Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen;Comedy, Police;Movie;1;699.0;504;20/12/2003
5891;Kousoku Denjin Albegus;Mecha;TV;45;699.0;698;30/03/1983
20889;Kuro no Sumika: Chronus;Psychological;Movie;1;699.0;12270;01/03/2014
6794;Kurokami: Tora to Tsubasa;Action, Martial Arts, Super Power;Special;1;699.0;6302;22/12/2009
13247;Lupin III: Lupin Ikka Seizoroi;Adventure, Comedy, Shounen;Special;1;699.0;1462;28/03/2012
32153;Mahou Shoujo Madoka?Magica: Concept Movie;Drama, Magic, Psychological, Thriller;Movie;1;699.0;5452;27/11/2015
1509;Mamotte! Lollipop;Adventure, Comedy, Magic, Romance, Shoujo;TV;13;699.0;11747;02/07/2006
1935;Megazone 23;Action, Mecha, Music, Mystery, Romance, Sci-Fi;OVA;4;699.0;6483;09/03/1985
936;Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!;Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural;Movie;1;699.0;97308;06/08/2005
800;NieA Under 7;Comedy, Sci-Fi, Slice of Life;TV;13;699.0;16711;26/04/2000
4054;Norimono Oukoku BuBu ChaCha;Comedy, Slice of Life;TV;26;699.0;315;29/04/1999
9884;Osomatsu-kun;Comedy;TV;56;699.0;1322;05/02/1966
31756;Owari no Seraph: The Beginning of the End;Action, Drama, Shounen, Supernatural, Vampire;Special;1;699.0;14248;03/10/2015
2363;Pokemon Housoukyoku;Adventure, Comedy, Fantasy, Kids;TV;16;699.0;15461;03/12/2002
6973;Senkou no Night Raid;Action, Historical, Military, Super Power;TV;13;699.0;28284;06/04/2010
8800;Senkou no Night Raid Specials;Action, Historical, Military, Super Power;Special;3;699.0;3667;23/06/2010
1703;Tokyo Tribe 2;Action, Drama;TV;13;699.0;5060;12/11/2006
2492;Touch 2: Sayonara no Okurimono;Drama, Romance, Sports;Movie;1;699.0;1076;13/12/1986
3317;Uchuusen Sagittarius;Adventure, Sci-Fi;TV;77;699.0;370;10/01/1986
1648;UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage;Comedy, Romance, Sci-Fi;OVA;2;699.0;3993;21/07/2006
1923;Urusei Yatsura Movie 4: Lum The Forever;Action, Adventure, Comedy, Drama, Romance, Sci-Fi;Movie;1;699.0;2745;22/02/1986
2087;"VS Knight Lamune &amp; 40 Fire";Comedy, Fantasy, Mecha, Shounen;TV;26;699.0;1150;03/04/1996
3196;Wakakusa no Charlotte;Drama, Historical, Kids, Shoujo, Slice of Life;TV;30;699.0;1019;29/10/1977
2554;Ai Shoujo Pollyanna Story;Drama, Historical, Slice of Life;TV;51;698.0;2427;05/01/1986
28391;Ao no Kanata no Four Rhythm;Drama, School, Sci-Fi, Sports;TV;12;698.0;72174;12/01/2016
812;Chikyuu Shoujo Arjuna;Adventure, Drama, Magic, Sci-Fi;TV;13;698.0;17520;09/01/2001
2090;Choujikuu Seiki Orguss 02;Action, Adventure, Mecha, Romance, Sci-Fi, Shounen;OVA;6;698.0;1556;05/12/1993
10259;Da Yu Hai Tang;Adventure, Supernatural;Movie;1;698.0;7639;08/07/2016
1837;Dokkoida;Action, Adventure, Comedy, Parody, Sci-Fi, Shounen;TV;12;698.0;3462;05/07/2003
2646;"Dorami &amp; Doraemons: Robot School&#039;s Seven Mysteries";Fantasy;Movie;1;698.0;569;02/03/1996
1930;Futari wa Precure: Max Heart Movie 1;Comedy, Fantasy, Magic, Shoujo;Movie;1;698.0;3094;16/04/2005
22189;Futsuu no Joshikousei ga [Locodol] Yattemita.;Comedy, Seinen;TV;12;698.0;27417;04/07/2014
30039;Future Card Buddyfight 100;Game;TV;50;698.0;1365;11/04/2015
10604;Hidan no Aria Special;Action, Comedy, Mystery, Romance;Special;1;698.0;32988;21/12/2011
31068;Hime Chen! Otogi Chikku Idol Lilpri (2011);Magic, Shoujo;TV;51;698.0;464;06/04/2011
3349;Kiddy GiRL-AND;Action, Comedy, Sci-Fi, Super Power;TV;24;698.0;13368;16/10/2009
28423;Kyoukai no Rinne (TV);Comedy, Romance, School, Shounen, Supernatural;TV;25;698.0;47036;04/04/2015
10893;Kyousou Giga;Action, Fantasy, Supernatural;ONA;1;698.0;31096;01/12/2011
6209;Macross 7 Plus;Mecha, Music, Slice of Life;Special;11;698.0;3894;25/01/1995
89;Mobile Suit Victory Gundam;Drama, Mecha, Military, Sci-Fi, Space;TV;51;698.0;12673;02/04/1993
5395;Nekketsu Saikyou Go-Saurer;Action, Mecha, Sci-Fi;TV;51;698.0;405;03/03/1993
10549;Precure All Stars GoGo Dream Live!;Action, Fantasy, Magic, Shoujo;Special;1;698.0;1642;08/11/2008
12863;Pretty Rhythm: Dear My Future;Music, Shoujo, Slice of Life, Sports;TV;51;698.0;3347;07/04/2012
9127;Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!;Action, Comedy, Shounen, Supernatural;OVA;1;698.0;1664;16/04/2010
300;3x3 Eyes;Action, Demons, Fantasy, Horror, Romance;OVA;4;697.0;15683;25/07/1991
15411;Arcana Famiglia: Capriccio - stile Arcana Famiglia;Romance, Shoujo;OVA;1;697.0;12690;27/03/2013
8092;Bakumatsu no Spasibo;Historical;Movie;1;697.0;647;20/09/1997
25045;Barakamon: Mijikamon;Comedy;ONA;13;697.0;18119;03/07/2014
11241;Brave 10;Action, Adventure, Historical, Samurai, Seinen, Super Power;TV;12;697.0;82205;08/01/2012
25907;Glass no Hana to Kowasu Sekai;Sci-Fi;Movie;1;697.0;17105;09/01/2016
24347;Inazuma Eleven: Chou Jigen Dream Match;Shounen, Sports, Super Power;Movie;1;697.0;2280;13/06/2014
2757;Juuni Senshi Bakuretsu Eto Ranger;Action, Comedy, Fantasy;TV;39;697.0;936;07/04/1995
1501;Kaleido Star: Good da yo! Goood!!;Comedy;OVA;1;697.0;5044;27/09/2006
9675;Kami nomi zo Shiru Sekai: Flag 0;Comedy, Shounen, Supernatural;OVA;1;697.0;35753;17/09/2010
2243;Karasu Tengu Kabuto;Action, Adventure, Drama, Historical;TV;39;697.0;1220;29/07/1990
1804;Koko wa Green Wood;Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural;OVA;6;697.0;4176;22/11/1991
1423;Lupin III: Napoleon no Jisho wo Ubae;Action, Adventure, Comedy, Shounen;Special;1;697.0;2507;09/08/1991
1398;Macross Dynamite 7;Adventure, Comedy, Mecha, Sci-Fi, Shounen;OVA;4;697.0;7280;18/12/1997
2223;Maple Town Monogatari;Fantasy, Slice of Life;TV;52;697.0;898;19/01/1986
4086;Muka Muka Paradise;Adventure, Comedy;TV;51;697.0;1165;04/09/1993
6890;Ontama!;Comedy, Magic, Seinen, Slice of Life;ONA;5;697.0;1653;07/08/2009
6031;Osu!! Karate Bu;Martial Arts, School, Shounen;OVA;4;697.0;628;21/10/1990
23849;Pokemon XY: Sora no Hahen;Adventure, Fantasy, Kids;Movie;1;697.0;2360;12/07/2014
1727;Shinkyoku Soukai Polyphonica;Drama, Fantasy, Music, Romance, School;TV;12;697.0;22282;04/04/2007
3071;Uchuu Senkan Yamato: Aratanaru Tabidachi;Drama, Military, Sci-Fi;Special;1;697.0;1470;31/07/1979
21065;Yakusoku (ONA);Drama, Music;ONA;1;697.0;615;13/08/2013
882;Yuu?Yuu?Hakusho (Movie);Action, Adventure, Comedy;Movie;1;697.0;13904;10/07/1993
9875;Anime Tenchou x Touhou Project;Fantasy, Magic;Special;1;696.0;8449;20/11/2010
2682;Aoki Densetsu Shoot! (Movie);Action, Shounen, Sports;Movie;1;696.0;1259;04/12/1994
14751;Bishoujo Senshi Sailor Moon Crystal;Demons, Magic, Romance, Shoujo;ONA;26;696.0;69702;05/07/2014
1795;Dirty Pair: Bouryaku no 005-bin;Action, Adventure, Comedy, Police, Sci-Fi;OVA;1;696.0;1915;25/01/1990
2520;Dragon Ball Specials;Comedy, Fantasy, Shounen, Super Power;Special;2;696.0;14575;08/06/1988
266;Gunparade March: Arata Naru Kougunka;Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life;TV;12;696.0;9902;06/02/2003
17497;Jewelpet Happiness;Fantasy, Magic, Shoujo;TV;52;696.0;1250;06/04/2013
20745;Love Live! School Idol Project OVA;Music, School, Slice of Life;OVA;1;696.0;21188;27/11/2013
2248;Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival;Action, Comedy, Fantasy, Martial Arts, Shounen, Sports;Special;1;696.0;47988;21/08/2004
9988;Otome wa Boku ni Koishiteru: Futari no Elder;Drama, Romance, School;OVA;3;696.0;10579;30/07/2012
10346;Ring ni Kakero 1: Sekai Taikai-hen;Sports;TV;6;696.0;566;10/04/2011
7845;Seton Doubutsuki;Adventure, Fantasy;TV;45;696.0;187;14/10/1989
19285;Shingeki no Kyojin: Ano Hi Kara;Action, Drama, Fantasy, Shounen, Super Power;Special;1;696.0;49593;07/07/2013
1603;Super Robot Taisen OG: Divine Wars;Action, Mecha, Sci-Fi;TV;25;696.0;5232;05/10/2006
391;Tales of Phantasia The Animation;Adventure, Fantasy, Shounen;OVA;4;696.0;16455;25/11/2004
20473;Teekyuu 3;Comedy, School, Shounen, Sports;TV;12;696.0;13227;06/10/2013
2725;Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure;Comedy, Magic, Parody, Police, Sci-Fi, Shounen, Space;OVA;1;696.0;6082;25/03/1994
8023;Toaru Kagaku no Railgun: Motto Marutto Railgun;Comedy;Special;2;696.0;26302;29/01/2010
2728;TWO-MIX: White Reflection;Music;Music;1;696.0;1708;13/03/1997
743;Umi ga Kikoeru;Drama, Romance, School, Slice of Life;Special;1;696.0;25671;05/05/1993
595;X OVA;Drama, Fantasy, Mystery, Romance, Supernatural;OVA;1;696.0;8405;25/08/2001
4548;Yozakura Quartet;Action, Comedy, Magic, Shounen, Super Power, Supernatural;TV;12;696.0;68023;03/10/2008
313;Ace wo Nerae! (1979);Drama, Romance, School, Shoujo, Sports;Movie;1;695.0;1564;08/09/1979
244;Agatha Christie no Meitantei Poirot to Marple;Historical, Mystery;TV;39;695.0;3933;04/07/2004
1214;Binbou Shimai Monogatari;Comedy, Drama, Seinen, Slice of Life;TV;10;695.0;11966;30/06/2006
2259;Dr. Rin ni Kiitemite!;Comedy, Fantasy, Magic, Romance, School, Shoujo;TV;51;695.0;1904;05/03/2001
1859;Grappler Baki;Action, Shounen, Sports;OVA;1;695.0;4557;21/08/1994
1230;Innocent Venus;Adventure, Drama, Mecha, Military, Sci-Fi;TV;12;695.0;19708;27/07/2006
21671;Keroro;Comedy, Sci-Fi, Shounen;TV;23;696.0;3260;22/03/2014
11079;Kill Me Baby;Comedy, School, Seinen;TV;13;695.0;54288;06/01/2012
1707;Kinnikuman II Sei;Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports;TV;51;695.0;6134;09/01/2002
670;Lamune;Drama, Romance, Slice of Life;TV;12;695.0;28716;11/10/2005
630;Mahoutsukai Tai!;Comedy, Magic, Romance, Sci-Fi;TV;13;695.0;5328;07/07/1999
83;"Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report";Drama, Mecha, Military, Romance, Sci-Fi;Movie;1;695.0;8078;01/08/1998
2144;Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!;Action, Adventure;Movie;1;695.0;91526;05/08/2006
7367;Naruto: The Cross Roads;Action, Adventure, Comedy, Shounen;Special;1;695.0;22131;12/10/2009
9568;Peace Maker Kurogane Special;Action, Comedy, Drama, Historical, Samurai, Shounen;Special;1;695.0;1566;21/12/2003
33569;Re:Petit kara Hajimeru Isekai Seikatsu;Adventure, Comedy, Fantasy;Special;14;695.0;14310;24/06/2016
5940;Seiken no Blacksmith;Action, Adventure, Fantasy;TV;12;695.0;81738;03/10/2009
23201;Sengoku Basara: Judge End;Action, Historical, Martial Arts, Samurai, Super Power;TV;12;695.0;14568;06/07/2014
1517;Silent Mobius;Action, Comedy, Drama, Fantasy, Horror, Magic, Romance, Sci-Fi;TV;26;695.0;7664;29/01/1998
3086;Strait Jacket;Action, Fantasy, Sci-Fi;OVA;3;695.0;18975;26/11/2007
423;Stratos 4 Advance;Comedy, Military, Sci-Fi, Shounen;OVA;6;695.0;2448;05/03/2005
1532;Suki na Mono wa Suki Dakara Shou ga Nai!!;Comedy, Drama, Romance, Shoujo, Shounen Ai, Slice of Life;TV;12;695.0;30723;09/01/2005
4532;Taiyou no Yuusha Fighbird;Action, Mecha, Sci-Fi;TV;48;695.0;762;02/02/1991
10622;Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!;Action, Adventure, Comedy, Mecha, Sci-Fi;OVA;1;695.0;17209;25/10/2007
19157;Youkai Watch;Comedy, Kids, Supernatural;TV;Unknown;695.0;8147;08/01/2014
285;Argento Soma;Action, Adventure, Drama, Mecha, Military, Sci-Fi;TV;25;694.0;12809;06/10/2000
5311;Astroganger;Action, Mecha, Sci-Fi;TV;26;694.0;492;04/10/1972
109;Bakuretsu Tenshi;Adventure, Comedy, Mecha, Sci-Fi;TV;24;694.0;48551;07/04/2004
29589;Denpa Kyoushi (TV);Comedy, Romance, School, Shounen;TV;24;694.0;67336;04/04/2015
115;El Hazard: The Alternative World;Adventure, Comedy, Fantasy;TV;13;694.0;7131;08/01/1998
10348;Fireball Charming;Sci-Fi;TV;13;694.0;5640;04/04/2011
13281;FlashBack;Music;Music;1;694.0;1508;24/02/2012
3367;Furusato Japan;Historical;Movie;1;694.0;1464;07/04/2007
25719;Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.;Comedy, Seinen;Special;1;694.0;6615;24/09/2014
4353;Gakuen Heaven: Hamu Hamu Heaven;Comedy, Drama, Romance, School, Shounen Ai;Special;12;694.0;5105;07/07/2006
2793;Hi no Tori 2772: Ai no CosmoZone;Adventure, Drama, Fantasy, Sci-Fi;Movie;1;694.0;1717;15/03/1980
1448;Hyakujuu-Ou GoLion;Adventure, Mecha, Sci-Fi, Shounen;TV;52;694.0;5984;04/03/1981
1654;Kashimashi: Girl Meets Girl OVA;Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life;OVA;1;694.0;10910;27/10/2006
7333;Koisuru Tenshi Angelique: Kagayaki no Ashita Special;Fantasy, Romance;Special;1;694.0;1315;08/04/2007
3991;Mahou Shoujo-tai Arusu the Adventure;Adventure, Comedy, Fantasy, Magic;OVA;6;694.0;3208;22/11/2007
1018;Majutsushi Orphen: Revenge;Adventure, Comedy, Fantasy, Magic, Shounen;TV;23;694.0;9126;02/10/1999
7857;Mini Sengoku Basara: Chousokabe-kun to Mouri-kun;Comedy, Historical;Special;7;694.0;4110;01/07/2009
5249;Mitsume ga Tooru;Adventure;TV;48;694.0;383;18/10/1990
9917;Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom;Adventure, Comedy, Drama, Fantasy, Kids;Movie;1;694.0;17120;16/07/2011
25805;Pokemon the Movie XY: Ring no Choumajin Hoopa;Adventure, Fantasy, Kids;Movie;1;694.0;7636;18/07/2015
9806;Qin Shiming Yue Zhi: Bai Bu Fei Jian;Action, Fantasy, Historical, Martial Arts;TV;10;694.0;1070;14/02/2007
14627;Recorder to Randoseru;Comedy, School, Seinen, Slice of Life;OVA;2;694.0;7769;17/07/2012
2965;Suteki Tantei Labyrinth;Mystery, Sci-Fi;TV;25;694.0;6412;03/10/2007
544;Venus Senki;Action, Adventure, Sci-Fi, Space;Movie;1;694.0;5204;11/03/1989
2316;Akakichi no Eleven;Sports;TV;52;693.0;957;13/04/1970
2289;Akihabara Dennou-gumi: 2011-nen no Natsuyasumi;Adventure, Comedy, Mecha, Sci-Fi;Movie;1;693.0;1396;14/08/1999
6032;Aquarion Movie: Ippatsu Gyakuten-hen;Drama, Fantasy, Mecha;Movie;1;693.0;4357;22/09/2007
13029;Arashi no Yoru ni: Himitsu no Tomodachi;Adventure, Drama;TV;26;693.0;1597;04/04/2012
4151;Blade of the Immortal;Action, Adventure, Historical, Samurai, Supernatural;TV;13;693.0;36058;14/07/2008
1068;Chou Denji Robo Combattler V;Adventure, Mecha, Sci-Fi, Shounen;TV;54;693.0;1369;17/04/1976
17357;Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress;Fantasy, Kids, Magic, Shoujo;Movie;1;693.0;1828;26/10/2013
2645;"Dorami &amp; Doraemons: Space Land&#039;s Critical Event";Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen;Movie;1;693.0;457;10/03/2001
894;Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!;Adventure, Comedy, Fantasy, Sci-Fi, Shounen;Movie;1;693.0;57623;15/07/1989
9330;Dragon Crisis!;Action, Magic, Romance, School, Seinen, Supernatural;TV;12;693.0;94922;11/01/2011
6055;F;Cars, Shounen, Sports;TV;31;693.0;816;09/03/1988
