id;name;genre;type;episodes;rating;members
1984;Memory;Mystery;Movie;1;629;1709
7247;Naked Wolves;Action, Comedy, Kids, Sports;TV;52;629;317
9782;Norageki!;Mystery, Sci-Fi, Space;OVA;1;629;6727
11873;Oraa Guzura Dado (1987);Comedy, Kids;TV;44;629;178
1938;Shin Kaitei Gunkan;Action, Adventure, Fantasy, Historical, Military, Sci-Fi;OVA;2;629;877
32039;Show By Rock!! Short!!;Comedy, Music;TV;12;629;5672
10263;Sonic X Pilot;Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen;Special;2;629;1795
1862;Strike Witches OVA;Action, Ecchi, Magic, Military, Sci-Fi;OVA;1;629;18236
13675;Taisei Kensetsu: Bosporus Kaikyou Tunnel;Drama;Special;1;629;2707
17879;Tamako Market Specials;Comedy;Special;6;629;12141
24527;Yomigaeru Sora Pilot;Action, Military, Seinen;Special;1;629;298
7939;Animation!;Adventure, Comedy, Dementia, Fantasy, Music, Mystery;OVA;13;628;407
13143;Baku Tech! Bakugan;Action, Game, Shounen;TV;51;628;1752
4419;Catman;Comedy, Fantasy, Slice of Life;ONA;7;628;1555
3962;Chocolate Underground;Comedy, Kids;ONA;13;628;9351
32932;Choujuu Giga;Romance;ONA;Unknown;628;466
5629;Choujuu Kishin Dancougar: Hakunetsu no Shuushou;Mecha, Sci-Fi, Space;OVA;4;628;419
841;Colorful;Comedy, Ecchi, Slice of Life;TV;16;628;13960
10177;DD Hokuto no Ken;Parody, Seinen;TV;12;628;2348
904;Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da;Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power;Movie;1;628;49949
25495;fake!fake!;Music;Music;1;628;548
3294;Gasshin Sentai Mechander Robo;Mecha, Military, Mystery, Sci-Fi, Space;TV;35;628;287
33808;Girlfriend (Note);Music, School;ONA;3;628;1942
3020;Gu-Gu Ganmo;Comedy, School;TV;50;628;259
11005;Holy Knight;Ecchi, Fantasy, School, Seinen, Supernatural, Vampire;OVA;2;628;20589
1427;Lupin III: Ikiteita Majutsushi;Adventure, Comedy, Shounen;OVA;1;628;2697
5723;Mobile Suit Gundam: More Information on the Universal Century;Mecha, Military, Sci-Fi, Space;Special;10;628;1350
1139;Monkey Magic;Adventure, Fantasy, Kids;TV;13;628;356
16335;Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special;Action, Mecha, Military, Sci-Fi;Special;1;628;5477
838;Narutaru: Mukuro Naru Hoshi Tama Taru Ko;Drama, Seinen, Thriller;TV;13;628;18031
2083;Natsuki Crisis;Action, Martial Arts, School;OVA;2;628;1186
14519;Neko Ramen: Ore no Shouyu Aji;Comedy;ONA;13;628;256
439;RG Veda;Adventure, Drama, Fantasy;OVA;2;628;5070
14583;Rinne no Lagrange Specials;Comedy;Special;6;628;3291
5314;Rokumon Tengai Mon Colle Knights Movie: Densetsu no Fire Dragon;Adventure, Comedy, Fantasy;Movie;1;628;350
10201;Senkou no Night Raid Picture Drama;Action, Historical, Super Power;Special;1;628;1543
3599;Shin Kujakuou;Action, Demons, Horror;OVA;2;628;743
11791;Sore Ike! Anpanman: Ruby no Negai;Comedy, Kids, Magic;Movie;1;628;162
17963;Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...;Mecha, Sci-Fi;Movie;1;628;302
9002;True Tears: Raigomaru to Jibeta no Monogatari;Kids;Special;1;628;5110
2301;Uchuu no Kishi Tekkaman Blade OVA: Missing Link;Action, Mecha, Sci-Fi, Shounen;OVA;1;628;1056
29123;World Calling;Music;Music;1;628;578
5474;Yobarete Tobidete Akubi-chan;Comedy, Fantasy, Kids;TV;26;628;233
14231;Akuemon;Fantasy, Romance;OVA;1;627;453
1202;Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo;Action, Adventure, Fantasy, Magic, Sci-Fi;OVA;1;627;10531
18767;BlazBlue: Alter Memory;Action, Fantasy;TV;12;627;52965
23365;By Your Side;Music;Music;1;627;550
2981;Chika Gentou Gekiga: Shoujo Tsubaki;Drama, Historical, Horror;Movie;1;627;8214
18755;Donyatsu;Comedy, Sci-Fi, Seinen;Movie;12;627;2168
7491;Dragon Quest Retsuden: Roto no Monshou;Adventure, Fantasy, Magic, Shounen;Movie;1;627;590
33045;Dream Festival!;Music;ONA;12;627;4761
4003;Dream Hunter Rem;Ecchi, Magic;OVA;4;627;1442
23409;Duel Masters VS;Action, Adventure, Comedy, Shounen;TV;49;627;374
1324;Earthian;Drama, Shoujo, Shounen Ai;OVA;4;627;5394
498;Haja Taisei Dangaiou;Action, Adventure, Mecha, Sci-Fi;OVA;3;627;2350
14095;Kamen Rider Fourze x Crayon Shin-chan;Action, Comedy, Kids, Shounen;Special;4;627;440
2049;Kouryuu Densetsu Villgust;Action, Adventure, Comedy, Fantasy, Romance;OVA;2;627;1079
17815;Kyoto Animation: Kasa-hen;Fantasy;Special;1;627;2317
4129;Mahou no Tenshi Creamy Mami: Curtain Call;Comedy, Music, Shoujo;Music;1;627;298
12449;Maken-Ki! Specials;Ecchi, Sports;Special;6;627;13691
29765;Metropolis (2009);;Movie;1;627;313
7415;Mukougaoka Chisato wa Tada Mitsumeteita no Datta;Music;Music;1;627;794
10481;Otohime Connection;Drama, Mystery, Romance, Shoujo, Slice of Life;OVA;1;627;259
2332;Plastic Little;Action, Adventure, Comedy, Ecchi, Mecha, Military, Romance, Sci-Fi;OVA;1;627;7287
7468;Princess Lover! Picture Drama;Comedy, Ecchi, Harem, School;Special;6;627;7132
11547;Sengoku?Paradise Kiwami;Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo;TV;26;627;3473
10525;Shinseiki Duel Masters Flash;Comedy, Kids;TV;24;627;314
32309;Tabi Machi Late Show;Drama;TV;4;627;5430
686;To Heart: Remember My Memories Specials;Comedy, Martial Arts, Parody, Samurai, Sci-Fi, Super Power;Special;7;627;2198
9794;Tono to Issho 1.5;Comedy, Historical, Parody, Samurai, Seinen;OVA;1;627;462
648;Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary;Comedy, Drama, Harem, Romance, Sci-Fi;TV;13;627;5200
4484;Umi no Yami, Tsuki no Kage;Drama, Horror, Romance;OVA;3;627;483
20053;Wizard Barristers: Benmashi Cecil;Magic;TV;12;627;38188
5133;100-man-nen Chikyuu no Tabi: Bander Book;Sci-Fi;Special;1;626;429
6074;21 Emon Uchuu ike! Hadashi no Princess;Comedy, Sci-Fi, Space;Movie;1;626;260
2689;Akai Koudan Zillion: Utahime Yakyoku;Adventure, Sci-Fi, Shounen;Special;1;626;533
21523;Baku Tech! Bakugan Gachi;Action, Game, Shounen;TV;39;626;690
2823;Barbapapa;Comedy, Fantasy;TV;45;626;1385
5289;Beast Wars Second: LioConvoy in Imminent Danger!;Action, Adventure, Sci-Fi;Movie;1;626;685
12877;Bokurano Recap;Drama, Mecha, Psychological, Sci-Fi;Special;1;626;1737
2830;Chibikko Remi to Meiken Kapi;Adventure, Drama, Slice of Life;Movie;1;626;351
1283;Choujuu Densetsu Gestalt;Adventure, Comedy, Fantasy, Shoujo;OVA;2;626;2601
7290;Cyborg 009: Kaijuu Sensou;Action, Adventure, Sci-Fi;Movie;1;626;806
2287;Fighting Foodons;Adventure, Comedy, Fantasy, Game, Shounen;TV;26;626;2580
1056;Good Morning Call;Comedy, Drama, Romance, School, Shoujo;OVA;1;626;3970
10477;Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special;Comedy, Sci-Fi;Special;1;626;8434
4713;Heart no Kuni no Alice: Wonderful Wonder World;Fantasy, Harem, Romance, Shoujo;Movie;1;626;20532
3406;iDOLM@STER Xenoglossia Specials;Comedy, Mecha, Sci-Fi;Special;9;626;2377
5876;Izumo;Adventure, Fantasy, Historical;OVA;2;626;276
9951;Jiu Se Lu;Supernatural;Movie;1;626;775
2092;Kiss wa Hitomi ni Shite;Comedy, Romance, Shoujo;OVA;1;626;356
1909;Kusatta Kyoushi no Houteishiki;Comedy, Romance, Shounen Ai;OVA;2;626;2649
13789;Little Nemo Pilot;Adventure;Special;1;626;407
8792;Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!;Comedy;OVA;1;626;6996
32927;Mobile Suit Gundam UC: A Phantom World;Action, Mecha;Special;1;625;383
5584;New Dream Hunter Rem: Setsuriku no Mudenmekyu;Ecchi, Magic;OVA;1;626;502
7876;Oz no Mahoutsukai;Fantasy;Movie;1;626;357
20555;SoniAni: Super Sonico The Animation;Music, Slice of Life;TV;12;626;45748
854;Soul Link;Action, Adventure, Comedy, Military, Romance, Sci-Fi, Space;TV;12;626;14641
33902;Suntory Minami Alps no Tennen Mizu;Drama, School;Special;3;626;3700
2388;Tachiguishi Retsuden;Comedy;Movie;1;626;445
31221;Tantei Team KZ Jiken Note;Mystery, School;TV;16;626;9410
5462;Top wo Nerae! Kagaku Kouza;Comedy, Sci-Fi;Special;6;626;5479
28251;Uribyeol ilhowa ulrookso;Comedy, Kids, Magic, Romance;Movie;1;622;283
31551;Yurumates 3D Plus: Natsuyasumi Maison du Wish Report;Comedy, Seinen, Slice of Life;OVA;1;626;280
14949;Yurumates 3D: Ushinawareta Genjitsu;Comedy, Seinen, Slice of Life;OVA;1;626;1095
7739;11eyes: Momoiro Genmutan;Comedy, Ecchi, Super Power, Supernatural;Special;1;625;28144
8216;Aa Harimanada;Martial Arts, Seinen, Sports;TV;23;625;640
1224;Aquarian Age: Sign for Evolution;Action, Adventure, Fantasy, Music, Romance, Sci-Fi, Shounen, Super Power, Supernatural;TV;13;625;9268
5421;Ark;Action, Fantasy, Mecha, Military, Sci-Fi, Supernatural;Movie;1;625;721
2414;Assemble Insert;Comedy, Police, Sci-Fi;OVA;2;625;1566
22547;"Blade &amp; Soul";Action, Adventure, Fantasy, Martial Arts;TV;13;625;72692
7597;Boku, Otaryman.;Comedy, Seinen, Slice of Life;OVA;1;625;3294
11705;Dragon Age: Blood Mage no Seisen;Action, Fantasy;Movie;1;625;6341
5689;Eien no Filena;Adventure, Drama, Fantasy;OVA;6;625;301
426;Final Fantasy;Action, Adventure, Comedy, Fantasy;OVA;4;625;10325
7867;Gon;Action, Adventure, Kids;TV;50;625;917
24127;Hashi no Mukou;Historical, Horror, Supernatural;ONA;1;625;792
2545;Huckleberry no Bouken;Adventure, Drama, Historical;TV;26;625;748
32548;Imawa no Kuni no Alice;Action;ONA;1;625;824
5287;Ippatsu Kanta-kun;Action, Adventure, Comedy, Kids, Sports;TV;53;625;310
6875;Iron Man;Action, Drama, Mecha;TV;12;625;17403
3889;Junk Boy;Comedy, Ecchi, Romance;OVA;1;625;3156
6932;Kemono to Chat;Comedy;OVA;1;625;1175
4461;Kouchou-sensei to Kujira;Drama;Movie;1;625;1441
8919;Licca-chan no Nichiyoubi;Adventure;OVA;1;625;289
8431;Mahou no Star Magical Emi: Kumo Hikaru;Comedy, Shoujo, Slice of Life;OVA;1;625;368
4187;Megumi;Historical;ONA;1;625;1105
24835;Mobile Suit Gundam-san;Comedy, Mecha, Parody;TV;13;625;3598
571;Moldiver;Action, Comedy, Magic, Mecha, Romance, Sci-Fi;OVA;6;625;1584
2567;Pinocchio yori Piccolino no Bouken;Adventure, Kids;TV;52;625;852
30686;Pokemon XY: Hoopa no Odemashi Daisakusen!!;Comedy, Fantasy, Kids;Special;6;625;1544
6385;Pokemon: Slowking no Ichinichi;Fantasy, Kids;Special;1;625;6090
13855;"Queen&#039;s Blade: Rebellion Specials";Ecchi;Special;6;625;4989
5080;Quiz Magic Academy: The Original Animation;Comedy, Fantasy, Magic, School;OVA;1;625;7367
3509;Riki-Oh: Toukatsu Jigoku;Action, Martial Arts, Seinen, Super Power;OVA;1;625;1319
10301;Rio: Rainbow Gate! Special;Comedy, Ecchi, Game;Special;1;625;3037
17165;SF Saiyuuki Starzinger (Movie);Adventure, Mecha, Sci-Fi, Shounen;Movie;1;625;207
9768;Shima Shima Tora no Shimajirou;Adventure, Comedy, Fantasy, Kids, Magic;TV;726;625;237
7510;Shisha no Sho;Drama, Supernatural;Movie;1;625;722
8964;Stitch!: Zutto Saikou no Tomodachi;Adventure, Comedy, Kids;TV;29;625;751
11099;"Tiger &amp; Bunny Pilot";Action, Comedy, Super Power;Special;1;625;5936
13495;Tokyo Disney Resort: Yume ga Kanau Basho;Slice of Life;Special;1;625;727
12121;Towa no Kizuna;Music;Music;1;625;1692
2690;Urban Square: Kouhaku no Tsuigeki;Action, Mystery, Seinen;OVA;1;625;656
6616;Watashi no Coffee Samurai: Jihanki-teki na Kareshi;Action, Romance, Samurai, Sci-Fi;Special;1;625;1335
2015;Wind: A Breath of Heart;Comedy, School;OVA;1;625;1557
1026;Yakumo Tatsu;Adventure, Historical, Horror, Shoujo, Supernatural;OVA;2;625;2427
31994;Yami Shibai 3rd Season;Dementia, Horror, Supernatural;TV;13;625;10557
1484;Youma;Action, Demons, Fantasy, Horror, Supernatural;OVA;2;625;4244
204;Yumeria;Action, Comedy, Ecchi, Harem, Super Power;TV;12;625;19138
7770;Yutori-chan;Comedy, Slice of Life;ONA;25;625;3516
4444;Zero Duel Masters;Adventure, Comedy, Game, Sports;TV;12;625;1217
12589;3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!;Adventure, Kids;Movie;1;624;282
9846;Attraction;Mystery;ONA;1;624;1430
767;Burn Up!;Action, Comedy, Ecchi, Police, Sci-Fi;OVA;1;624;4184
2827;Calimero;Comedy;TV;45;624;2279
3506;Connected;Dementia, Music, Sci-Fi;Music;1;624;2697
3840;Crystal Blaze;Action, Sci-Fi;TV;12;624;11974
11471;Dororo;Action;Special;1;624;278
6680;Doujouji;Historical, Supernatural;Movie;1;624;736
15883;Fantasista Doll;Fantasy, Magic, Sci-Fi;TV;12;624;18799
2066;Gall Force: The Revolution;Action, Adventure, Mecha, Military, Sci-Fi, Space;OVA;4;624;686
7427;Getsumen To Heiki Mina Specials;Action, Comedy, Ecchi, Shounen, Super Power;Special;2;624;804
2473;Ginga Ojousama Densetsu Yuna: Kanashimi no Siren;Action, Adventure, Comedy, Magic, Mecha, Sci-Fi;OVA;2;624;1748
31065;Gunslinger Stratos: The Animation - Bunki/Futatsu no Mirai;Action, Sci-Fi;Special;1;624;1379
6965;Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi;Adventure, Comedy;Movie;1;624;203
30922;Kaze no Matasaburou (Movie);Fantasy, Supernatural;Movie;1;624;1131
5783;Koisuru Tenshi Angelique: Chibi Character Adventure;Adventure, Comedy;Special;1;624;516
9423;Koko ni Iru;Slice of Life;ONA;1;624;401
6327;Miracle Train: Chuo-sen e Youkoso;Fantasy, Shoujo;Special;1;624;2961
32959;Mirai no Watashi;Comedy, Slice of Life;ONA;1;624;1089
10581;Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space;Action, Drama, Mecha, Military, Sci-Fi, Space;Special;1;624;3528
1093;Oishinbo;Comedy, Seinen, Slice of Life;TV;136;624;552
8464;Pants no Ana;Comedy, Ecchi, School;OVA;1;624;236
7549;Quiz Magic Academy: The Original Animation 2;Comedy, Fantasy, Magic, School;OVA;1;624;3658
756;School Days ONA;Drama, Romance, School;ONA;1;624;21104
31669;Takamiya Nasuno Desu!: Teekyuu Spin-off Specials;Comedy, Shounen;Special;2;624;885
30916;The Five Killers;Action;ONA;1;624;312
18003;Thermae Romae x TOTO Collaboration;Comedy, Historical, Seinen;Special;1;624;447
2179;Tokimeki Memorial: Forever With You;Drama, Romance, School;OVA;2;624;1734
748;True Love Story;Romance;OVA;3;624;3409
31736;Valkyrie Drive: Mermaid Specials;Action, Ecchi, Fantasy, Shoujo Ai;Special;6;624;5679
6918;Wolverine;Action, Martial Arts, Super Power;TV;12;624;14989
28433;Baymax;Drama, Music, Sci-Fi, Slice of Life;Music;1;623;651
30100;Black Bullet: Tenchuu?Girls;Fantasy;Special;1;623;6806
3135;"Dragon&#039;s Heaven";Action, Adventure, Fantasy, Mecha, Sci-Fi;OVA;1;623;1924
25567;DRAMAtical Murder OVA: Data_xx_Transitory;Drama, Psychological, Sci-Fi, Shounen Ai;Special;1;623;12469
9282;Duel Masters Movie 3: Honoo no Kizuna XX;Game, Shounen;Movie;1;623;436
22055;Gakkou no Kaidan Recaps;Horror, Mystery, Supernatural;Special;2;623;547
1200;Gun-dou Musashi;Adventure, Fantasy, Samurai;TV;26;623;3955
28791;Gunslinger Stratos: The Animation;Action, Sci-Fi;TV;12;623;47587
32083;"Luck &amp; Logic";Action, Fantasy;TV;12;623;48314
3845;Mahoutsukai Chappy;Adventure, Kids, Magic;TV;39;623;240
9043;Majuu Sensen;Action, Fantasy;OVA;3;623;320
1885;Master of Epic: The Animation Age;Comedy, Fantasy, Game;TV;12;623;1139
2226;Mori no Tonto-tachi;Fantasy, Kids;TV;23;623;278
8842;Oishinbo: Nichibei Kome Sensou;Comedy, Seinen, Slice of Life;Movie;1;623;199
31676;Persona 2: Another Self;Action, Demons, Fantasy, Supernatural;Special;1;623;1178
14663;"Queen&#039;s Blade Rebellion vs. Hagure Yuusha no Aesthetica";Action, Ecchi, Fantasy;Special;1;623;8780
3642;Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi;Ecchi, Fantasy, Harem, Music;Music;4;623;3730
31133;Shounen Sunday CM Gekijou: InuYasha-hen;Action, Demons, Fantasy;Special;2;623;1218
17379;Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi;Action, Historical, Martial Arts, Shounen;OVA;1;623;776
10199;Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki;Action, Adventure, Fantasy, Kids, Magic, Shoujo, Super Power;Movie;1;623;295
13965;Thermae Romae x LOFT Collaboration;Comedy, Historical, Seinen;Special;1;623;467
4616;Yumemiru Topo Gigio;Adventure, Comedy, Kids;TV;13;623;429
1228;Chivas 1-2-3;Action, Comedy, Ecchi, Fantasy, Supernatural;OVA;2;622;2011
21999;Duel Masters Victory V3;Action, Adventure, Comedy, Shounen;TV;51;622;364
17727;Haitai Nanafa 2nd Season;Comedy, Supernatural;TV;13;622;1915
1156;I: Wish You Were Here;Action, Drama, Mystery, Sci-Fi;TV;4;622;6017
10354;Kakomareta Sekai;Drama;ONA;1;622;786
23735;Kenzen Robo Daimidaler Specials;Comedy, Ecchi, Mecha, Seinen;Special;6;622;3816
1955;Kimagure Robot;Comedy, Fantasy, Sci-Fi;TV;10;622;1521
3595;Kujakuou;Action, Demons, Horror;OVA;3;622;949
2461;Metal Skin Panic MADOX-01;Action, Mecha, Sci-Fi;OVA;1;622;2030
30168;Miss Monochrome: Watashi dake no Monogatari;Music;Music;1;622;1634
2851;Ninku (Movie);Action, Adventure, Comedy, Historical, Martial Arts, Shounen;Movie;1;622;887
8312;Piece;Music;Music;1;622;1143
13927;Sacred Seven: Shirogane no Tsubasa Picture Drama;Action, Comedy, School, Sci-Fi, Super Power;Special;2;622;1589
6889;Time Bokan Series: Zenderman;Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power;TV;52;622;298
8928;"Visions of Frank: Short Films by Japan&#039;s Most Audacious Animators";Dementia;Movie;9;622;267
25967;Backkom Sports;Comedy, Kids, Sports;TV;52;621;131
5469;Birthday Boy;Action, Drama, Historical, Military;Movie;1;621;1196
6484;Chokin Senshi Cashman;Action, Comedy;OVA;1;621;366
2693;Detatoko Princess;Comedy, Fantasy;OVA;3;621;1220
3813;Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan;Fantasy, Mystery, Romance, Shoujo;OVA;1;621;348
2322;Giant Robo Gaiden Ginrei;Comedy, Ecchi, Mecha, Parody, Sci-Fi, Shounen, Super Power;OVA;3;621;2223
1234;Hand Maid Mai;Comedy, Ecchi, Romance, Sci-Fi;OVA;1;621;2621
9944;Hime Gal?Paradise;Shoujo;OVA;9;621;563
6071;Juuippiki no Neko;Fantasy;Movie;1;621;400
766;Kishin Houkou Demonbane;Comedy, Drama, Mecha, Sci-Fi;OVA;1;621;7024
556;Koutetsu Tenshi Kurumi Zero;Drama, Romance, Sci-Fi;OVA;3;621;3896
669;Kujibiki Unbalance;Comedy, Romance, School;OVA;3;621;8291
2791;Makasete Iruka!;Action, Comedy, School;OVA;1;621;893
14049;Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?;Harem, Romance;Special;1;621;6004
11693;Match Uri no Shoujo;Drama, Kids;Movie;1;621;158
3336;Mezame no Hakobune;Fantasy;OVA;1;621;1867
2304;Mobile Suit SD Gundam Mk IV;Mecha, Parody, Sci-Fi;OVA;2;621;1756
1975;Mutekiou Tri-Zenon;Mecha, Sci-Fi;TV;22;621;483
17237;Peeping Life: World History;Comedy, Historical, Slice of Life;ONA;40;621;361
12065;"Queen&#039;s Blade OVA Specials";Action, Adventure, Ecchi, Fantasy;Special;2;621;5535
28447;Shingeki no Bahamut: Genesis Recap;Action, Adventure, Demons, Fantasy, Magic, Supernatural;Special;1;621;6785
12367;Shining Hearts: Shiawase no Pan;Action, Fantasy;TV;12;621;27273
7416;Socket;Kids;OVA;1;621;157
2314;Tobe! Kujira no Peek;Adventure, Drama;Movie;1;621;286
16363;Vanquished Queens;Action, Adventure, Ecchi, Fantasy;OVA;4;621;5462
22831;Abarenbou Rikishi!! Matsutarou;Seinen, Sports;TV;23;620;5568
16211;Bakumatsu Gijinden Roman;Fantasy, Historical;TV;12;620;7816
23037;Bakumatsu Rock;Action, Comedy, Historical, Music, Shoujo;TV;12;620;18680
1468;Baoh Raihousha;Action, Martial Arts, Sci-Fi, Shounen, Space, Super Power;OVA;1;620;5520
1055;Blame!;Mecha, Sci-Fi;ONA;6;620;13802
2723;D4 Princess;Action, Comedy, Magic, Mecha, Sci-Fi;TV;24;620;1514
19235;Dance, Dance, Dance;Fantasy, Music;Music;1;620;376
19165;Fate/Zero Cafe;Comedy, Parody;Movie;1;620;8130
2833;Gulliver no Uchuu Ryokou;Adventure, Sci-Fi;Movie;1;620;527
3434;Hey! Bumboo;Adventure, Cars, Kids;TV;130;620;677
9911;Houkago no Pleiades;Magic;ONA;4;620;13618
932;Ichigeki Sacchuu!! Hoihoi-san;Comedy, Sci-Fi, Slice of Life;OVA;1;620;5404
588;Itsudatte My Santa!;Comedy, Ecchi, Fantasy, Romance, Shounen;OVA;2;620;8206
12965;Jewelpet Movie: Sweets Dance Princess;Fantasy, Magic, Shoujo;Movie;1;620;581
1926;Jishu Seisaku Movie Binchou-tan;Music, Slice of Life;Music;1;620;1781
23753;Kishin Houkou Demonbane (TV) Specials;Magic, Mecha, Sci-Fi, Supernatural;Special;2;620;571
8180;Koisuru Tenshi Angelique: Chibi Character Adventure 2;Adventure, Comedy;Special;1;620;416
7532;Kuroi Kikori to Shiroi Kikori;Fantasy;Movie;1;620;179
7294;Licca-chan Fushigi na Mahou no Ring;Adventure, Fantasy;OVA;2;620;295
1874;Love?Love? Specials;Comedy, Ecchi, Harem, Romance;Special;4;620;3935
25543;M3: Sono Kuroki Hagane Recap;Action, Mecha;Special;1;619;1022
3183;MAPS: Densetsu no Samayoeru Seijin-tachi;Action, Adventure, Drama, Sci-Fi, Shounen, Space;OVA;1;620;402
1175;Metal Fighter Miku;Comedy, Sci-Fi, Shounen, Sports;TV;13;620;1377
1940;Outlanders;Adventure, Comedy, Ecchi, Sci-Fi, Shounen;OVA;1;620;2655
3600;Sengoku Kitan Youtouden;Action, Demons, Martial Arts;OVA;3;620;982
1099;Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu;Adventure, Drama, Fantasy, Shounen;OVA;1;620;1449
31402;Soul Worker: Your Destiny Awaits;Action, Fantasy, Sci-Fi;ONA;5;620;430
2421;Super Kuma-san;Comedy, Fantasy;Special;1;620;534
32816;Teekyuu 6 Specials;Comedy, Shounen, Sports;Special;2;620;677
13983;Thermae Romae: Kodai Romajin ga Uchuu e;Comedy, Seinen, Space;Special;1;620;749
11919;Zoku Attacker You! Kin Medal e no Michi;Romance, Sports;TV;52;620;340
5628;21 Emon;Comedy, Sci-Fi, Space;TV;39;619;314
2051;Akai Kiba: Blue Sonnet;Action, Drama, Sci-Fi, Shoujo, Super Power;OVA;5;619;1024
3675;Andromeda Stories;Action, Drama, Fantasy, Sci-Fi, Space;Special;1;619;737
5673;Apfelland Monogatari;Adventure, Drama, Historical;Movie;1;619;818
19959;Barbapapa (1977);Comedy, Fantasy, Kids;TV;48;619;236
2824;Barbapapa Sekai wo Mawaru;Adventure, Comedy;TV;50;619;528
12447;Ben-To Picture Drama;Comedy;Special;6;619;6718
33522;Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen;Shounen, Sports;ONA;6;620;1867
16508;Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials;Comedy, Ecchi, Parody, School, Shounen;Special;5;619;2744
15993;Ginga e Kickoff!!: Natsuyasumi Special;Sports;Special;1;619;762
31454;Gundam: G no Reconguista - From the Past to the Future;Action, Mecha, Sci-Fi, Space;Special;1;620;736
29975;Gunslinger Stratos;Action, Sci-Fi;ONA;1;619;2666
3178;Hengen Taima Yakou Karura Mau! Nara Onryou Emaki;Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural;Movie;1;619;506
17887;Ichirin-sha;Action, Mecha, Sci-Fi, Seinen;ONA;1;619;804
10751;Kikou Kai Galient OVA;Action, Fantasy, Mecha, Sci-Fi;OVA;3;619;328
1990;Mahou Gakuen Lunar! Aoi Ryuu no Himitsu;Comedy, Fantasy, Magic;Movie;1;619;833
9098;Mobile Suit SD Gundam Festival;Action, Comedy, Fantasy, Mecha, Parody;Movie;1;619;913
21587;Mou Hitotsu no Mirai wo.;Sci-Fi;ONA;3;619;6580
10688;Muybridge no Ito;Drama;Movie;1;619;797
22031;Samurai Gun Special;Action, Historical, Seinen;Special;1;619;370
10869;Scan2Go;Cars, Kids, Shounen, Space, Sports;TV;52;619;642
21441;Taisei Kensetsu: Sri Lanka Kousokudouro;Drama;Special;1;619;1906
1452;The Samurai;Comedy, Romance, School, Shounen;OVA;1;619;839
1979;Tobira wo Akete (1995);Dementia, Fantasy;OVA;1;619;2351
31581;Tsuritama: Harikitte Contest;Comedy, Sci-Fi, Slice of Life, Sports;Special;1;619;913
14359;Vocaloid China Project Senden Animation;Fantasy, Music;Music;5;619;1582
16738;Wooser no Sono Higurashi: Ken to Pants to Wooser to;Comedy, Fantasy, Slice of Life;Special;1;619;2209
20355;Zeonic Toyota Special Movie;Cars;ONA;2;619;1251
30137;Big Order;Action, Shounen, Super Power;OVA;1;618;17237
7621;Chuumon no Ooi Ryouriten;Fantasy, Horror, Supernatural;Movie;1;618;374
15043;Haitai Nanafa;Comedy, Supernatural;TV;13;618;5907
2892;Hakushon Daimaou;Comedy, Fantasy;TV;52;618;692
28093;Hana wa Saku: Touhoku ni Saku;Fantasy, Kids;Special;1;618;557
7363;Hokuto no Ken: Legend of Heroes;Action, Martial Arts;Special;1;618;1906
3259;Lemon Angel (1988);Ecchi;TV;9;618;567
19769;Mahou Sensou;Action, Fantasy, Magic;TV;12;618;104192
21013;Marvel Disk Wars: The Avengers;Action, Kids, Super Power;TV;51;618;3953
545;Mousou Kagaku Series: Wandaba Style;Comedy, Sci-Fi;TV;12;618;2077
31111;Nisshin Seifun Group CM;Kids, Slice of Life;Special;3;618;380
12393;Oyako Club;Comedy, Slice of Life;TV;1818;618;160
8446;SAI: Part 1 / Revolving... to the Core;Fantasy, Music;Music;1;618;306
34048;Seoul-yeok;Horror, Thriller;Movie;1;618;405
7004;Shin Calimero;Comedy;TV;52;618;1016
989;Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi;Historical, Military;Special;1;618;560
